relative_path,filename,parent_label,species_label,sha256,width,height,exact_duplicate_group,near_duplicate_group,source_group,exact_existing_match,strict_existing_classification,frozen_test_leakage_status,species_label_conflict,provenance_status,license_status,technical_filter_survivor,resolution_status,reason
Non-Venomous/Banded Racer/9678299431_e1027b9b6c_m.jpg,9678299431_e1027b9b6c_m.jpg,Non-Venomous,Banded Racer,16f349146f37cc4fec820d70aa44a78eeb27fa8df9062c7a87974133d167fb67,240,141,,NEAR0001,SOURCE_GROUP_0001,False,LIKELY_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_CONFIRMED_NEAR_DUPLICATE,Confirmed by multiple independent similarity signals
Non-Venomous/Banded Racer/Argyrogena-fasciolata-03000032230_01.jpg,Argyrogena-fasciolata-03000032230_01.jpg,Non-Venomous,Banded Racer,ffa74a6af9aa7c986dd85e8bfcca444afa9f6b0a910c16d485d1f625bd74c352,560,420,,,,False,CONFIRMED_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_CONFIRMED_NEAR_DUPLICATE,Confirmed by multiple independent similarity signals
Non-Venomous/Banded Racer/banded racer blog.JPG,banded racer blog.JPG,Non-Venomous,Banded Racer,e9c35405f862fcdb76d537cb5c5fed8d05f950b65b7003445af9569062be46ed,1024,757,,,,False,CONFIRMED_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_CONFIRMED_NEAR_DUPLICATE,Confirmed by multiple independent similarity signals
Non-Venomous/Banded Racer/Banded Racer Juvenile.jpg,Banded Racer Juvenile.jpg,Non-Venomous,Banded Racer,aa7643da3288e1001b9626f641819f5f5db03158108b7be482a2526d500bc78e,250,178,,,,False,LIKELY_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LIKELY_NEAR_DUPLICATE,Likely near-duplicate requires human decision
Non-Venomous/Banded Racer/Banded Racer.jpg,Banded Racer.jpg,Non-Venomous,Banded Racer,927390d322cafb88be3b8eef34ad032838777d6973b6ae0d7961cd5d4f4c99ed,640,338,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Banded Racer/banded Racer_001.jpg,banded Racer_001.jpg,Non-Venomous,Banded Racer,29e6b4fb13bbc7961258c79f77c60be50258f500ee35c08d9fb14a9c4abff374,800,535,,,,False,CONFIRMED_NEAR_DUPLICATE,CONFIRMED_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_FROZEN_TEST_LEAKAGE,Confirmed near-duplicate of frozen test image
Non-Venomous/Banded Racer/Banded Racer_1105.jpg,Banded Racer_1105.jpg,Non-Venomous,Banded Racer,6737928f556ca4cc6eade630c8813fe62fe5619159509d7030eeba3f7d146b0f,1024,768,,,,False,CONFIRMED_NEAR_DUPLICATE,CONFIRMED_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_FROZEN_TEST_LEAKAGE,Confirmed near-duplicate of frozen test image
Non-Venomous/Banded Racer/Banded-Racer-1-700x489.jpg,Banded-Racer-1-700x489.jpg,Non-Venomous,Banded Racer,a0e5e05230f49e3acad1dd153a0f3dab630ed97c4667194c2bc16ef9b37ae35c,700,489,,,,False,CONFIRMED_NEAR_DUPLICATE,CONFIRMED_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_FROZEN_TEST_LEAKAGE,Confirmed near-duplicate of frozen test image
Non-Venomous/Banded Racer/Banded-Racer-3-700x417.jpg,Banded-Racer-3-700x417.jpg,Non-Venomous,Banded Racer,41865da51e65439511326296bc50b9ef2e84958657dcb2b1d630cab32ef5d9be,700,417,,,,False,CONFIRMED_NEAR_DUPLICATE,CONFIRMED_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_FROZEN_TEST_LEAKAGE,Confirmed near-duplicate of frozen test image
Non-Venomous/Banded Racer/banded-racer-argyrogena-fasciolata-juvenile-non-venomous-locality-DCDHTP.jpg,banded-racer-argyrogena-fasciolata-juvenile-non-venomous-locality-DCDHTP.jpg,Non-Venomous,Banded Racer,710a70b9d6096b627088482ceb156541a25dda4b658d2f37f3d05b973baaf840,1300,952,,,,False,CONFIRMED_NEAR_DUPLICATE,CONFIRMED_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_FROZEN_TEST_LEAKAGE,Confirmed near-duplicate of frozen test image
Non-Venomous/Banded Racer/banded-racer-argyrogena-fasciolata-juvenile-non-venomous-locality-h9et85.jpg,banded-racer-argyrogena-fasciolata-juvenile-non-venomous-locality-h9et85.jpg,Non-Venomous,Banded Racer,d6fb9f73f9a588c5ff98230f62191fd264e16922c9459f7d486bb4858a41271a,640,445,,,,False,CONFIRMED_NEAR_DUPLICATE,CONFIRMED_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_FROZEN_TEST_LEAKAGE,Confirmed near-duplicate of frozen test image
Non-Venomous/Banded Racer/banded-racer-argyrogena-fasciolata-ncbs-bangalore-india-f7n70b.jpg,banded-racer-argyrogena-fasciolata-ncbs-bangalore-india-f7n70b.jpg,Non-Venomous,Banded Racer,626304b01fcb5db685c88dda253b5538273ecf692369563a18b41fcecbd315e3,640,447,,,,False,CONFIRMED_NEAR_DUPLICATE,CONFIRMED_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_FROZEN_TEST_LEAKAGE,Confirmed near-duplicate of frozen test image
Non-Venomous/Banded Racer/banded-racer-argyrogena-fasciolata-non-venomous-not-common-biting-ac6488.jpg,banded-racer-argyrogena-fasciolata-non-venomous-not-common-biting-ac6488.jpg,Non-Venomous,Banded Racer,3b8ca8dd2bdf6c422aab3004602a43754f84177190b5801b82a32a1252c28392,640,452,,,,False,CONFIRMED_NEAR_DUPLICATE,CONFIRMED_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_FROZEN_TEST_LEAKAGE,Confirmed near-duplicate of frozen test image
Non-Venomous/Banded Racer/banded-racer-argyrogena-fasciolata-non-venomous-not-common-juvenile-A6TT4N.jpg,banded-racer-argyrogena-fasciolata-non-venomous-not-common-juvenile-A6TT4N.jpg,Non-Venomous,Banded Racer,05aad33e8a5e7c948f78f166474518038113792ee4e0c6770f42dc50556cfaf1,1300,952,,,,False,CONFIRMED_NEAR_DUPLICATE,CONFIRMED_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_FROZEN_TEST_LEAKAGE,Confirmed near-duplicate of frozen test image
Non-Venomous/Banded Racer/banded-racer-argyrogena-fasciolata-non-venomous-not-common-juvenile-A6TT4T.jpg,banded-racer-argyrogena-fasciolata-non-venomous-not-common-juvenile-A6TT4T.jpg,Non-Venomous,Banded Racer,3d20c5d0a3b4815061b3dc2073408aa7198ce03c7cecea57e668f7d50453c0fa,1300,952,,,,False,CONFIRMED_NEAR_DUPLICATE,CONFIRMED_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_FROZEN_TEST_LEAKAGE,Confirmed near-duplicate of frozen test image
Non-Venomous/Banded Racer/banded-racer-argyrogena-fasciolata-non-venomous-not-common-kalbeliya-AT2BHP.jpg,banded-racer-argyrogena-fasciolata-non-venomous-not-common-kalbeliya-AT2BHP.jpg,Non-Venomous,Banded Racer,a873327a8c4f98ba88ed5cb43906cc9adfe09eb8dac53c33cbf099afd608d955,841,1390,,,,False,LIKELY_NEAR_DUPLICATE,LIKELY_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_FROZEN_TEST_LEAKAGE,Likely near-duplicate of frozen test image; conservatively excluded
Non-Venomous/Banded Racer/banded-racerargyrogena-fasciolata-ncbs-bangalore-india-f7n6yr.jpg,banded-racerargyrogena-fasciolata-ncbs-bangalore-india-f7n6yr.jpg,Non-Venomous,Banded Racer,c0445e304cf655a4203063aedd8a2211731fdb1532b19a46f1cddbf40618e9bd,640,447,,,,False,CONFIRMED_NEAR_DUPLICATE,CONFIRMED_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_FROZEN_TEST_LEAKAGE,Confirmed near-duplicate of frozen test image
Non-Venomous/Banded Racer/banded_racer2.JPG,banded_racer2.JPG,Non-Venomous,Banded Racer,6cb4014e0fe699d6e2c2abf1317dd76863c28a1d892937965d4771749df28954,320,306,,,,False,CONFIRMED_NEAR_DUPLICATE,CONFIRMED_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_FROZEN_TEST_LEAKAGE,Confirmed near-duplicate of frozen test image
Non-Venomous/Banded Racer/Banded_Racer_Argyrogena_fasciolata_by_Ashahar_alias_Krishna_Khan.jpg,Banded_Racer_Argyrogena_fasciolata_by_Ashahar_alias_Krishna_Khan.jpg,Non-Venomous,Banded Racer,8107d36aeb85d8b08789cb91de3ed35840bf0c7c82aff1aab64f9aa636f861b6,1200,800,,,,False,CONFIRMED_NEAR_DUPLICATE,CONFIRMED_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_FROZEN_TEST_LEAKAGE,Confirmed near-duplicate of frozen test image
Non-Venomous/Banded Racer/flagellum_19mar11_1b.jpg,flagellum_19mar11_1b.jpg,Non-Venomous,Banded Racer,7bbda2150724538582632233d0d9b6cb8ef20bb6bb14b5399db67bd1139f0053,750,500,,,,False,CONFIRMED_NEAR_DUPLICATE,CONFIRMED_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_FROZEN_TEST_LEAKAGE,Confirmed near-duplicate of frozen test image
Non-Venomous/Banded Racer/img6.jpg,img6.jpg,Non-Venomous,Banded Racer,0cb487eeec213760d6351194e0a6c0981513e61dde6e488d7f8f241d677bd7ff,600,393,,,,False,CONFIRMED_NEAR_DUPLICATE,CONFIRMED_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_FROZEN_TEST_LEAKAGE,Confirmed near-duplicate of frozen test image
Non-Venomous/Banded Racer/medium.JPG,medium.JPG,Non-Venomous,Banded Racer,3d81cf1ba1a840f373a0526720b33a5815b366bda1328ee275149643eb62a24a,500,283,,,,False,LIKELY_NEAR_DUPLICATE,LIKELY_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_FROZEN_TEST_LEAKAGE,Likely near-duplicate of frozen test image; conservatively excluded
Non-Venomous/Banded Racer/snake.JPG,snake.JPG,Non-Venomous,Banded Racer,ca5836096e419b5ccebfa0aa51da86ede858e5ac42f6a22e9914b1e94546fae2,1600,987,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Banded Racer/wildclicks.jpg,wildclicks.jpg,Non-Venomous,Banded Racer,0d37a30940448166f5defd42cd5b9d4a9e895c04c05b7fd646c613c989f3a56c,620,407,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Checkered Keelback/03.jpg,03.jpg,Non-Venomous,Checkered Keelback,8f69826f9b701e7647172d55b60050326a3b01d62f5a9f6406b3cd9f049ad0fa,640,432,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Checkered Keelback/1170695.jpg,1170695.jpg,Non-Venomous,Checkered Keelback,daa8d8a6b0341991b4bffb73b20864354a57597aaae41d005a049c31fbb06b74,250,165,,,,False,CONFIRMED_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_CONFIRMED_NEAR_DUPLICATE,Confirmed by multiple independent similarity signals
Non-Venomous/Checkered Keelback/1274637963_d73bd842e0.jpg,1274637963_d73bd842e0.jpg,Non-Venomous,Checkered Keelback,2bbe40fc0033b009bc982fe819f5c236e7d0fd2e72844087aa7198f6b60c7f53,500,340,,,,False,CONFIRMED_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_CONFIRMED_NEAR_DUPLICATE,Confirmed by multiple independent similarity signals
Non-Venomous/Checkered Keelback/12783453_954980014598589_967027178_n.jpg,12783453_954980014598589_967027178_n.jpg,Non-Venomous,Checkered Keelback,9c61c19d6bddab14fedfe11adae30b6892b29de3bfe4ddd42b8a6f9e4d0fed0f,1080,1080,,,,False,CONFIRMED_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_CONFIRMED_NEAR_DUPLICATE,Confirmed by multiple independent similarity signals
Non-Venomous/Checkered Keelback/14587184738_dc5b7b3054_b.jpg,14587184738_dc5b7b3054_b.jpg,Non-Venomous,Checkered Keelback,7c845fe9f2de9977afd3b5e0473106629130e2d1c7a6e6df6ae45fa7bd47017c,1024,683,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Checkered Keelback/1474640693Checkered Keelback ( Samanya dhoria sanp).JPG,1474640693Checkered Keelback ( Samanya dhoria sanp).JPG,Non-Venomous,Checkered Keelback,eb781c82081c282b59871b13ae8453ed6c8099954670bc86e9350c2ae65d6a36,600,397,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Checkered Keelback/1474640697main-2.JPG,1474640697main-2.JPG,Non-Venomous,Checkered Keelback,b82b0cc4a77de6b442c464477fac427a8593b7deb9f057b6c6b996c3d56316b2,600,400,,,,False,CONFIRMED_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_CONFIRMED_NEAR_DUPLICATE,Confirmed by multiple independent similarity signals
Non-Venomous/Checkered Keelback/15563108480_e836a296f0_b.jpg,15563108480_e836a296f0_b.jpg,Non-Venomous,Checkered Keelback,ce576d49215170e3fae71b9ec44c542db742c50b799b6dfc2d3acccf0474476e,1024,683,,,,False,CONFIRMED_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_CONFIRMED_NEAR_DUPLICATE,Confirmed by multiple independent similarity signals
Non-Venomous/Checkered Keelback/174_gall.jpg,174_gall.jpg,Non-Venomous,Checkered Keelback,5c7cd312137836d03ae8132e44841e89206c0f5fc9a438f88e4a769145a17a2f,420,300,,,,False,CONFIRMED_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,False,EXCLUDE_CONFIRMED_NEAR_DUPLICATE,Confirmed by multiple independent similarity signals
Non-Venomous/Checkered Keelback/2.jpg,2.jpg,Non-Venomous,Checkered Keelback,7dfd05ef230ca8b3d0627f5c0e4cbcefde82cc392925a1d6b2b41db93d21f813,960,551,,,,False,LIKELY_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LIKELY_NEAR_DUPLICATE,Likely near-duplicate requires human decision
