video_id,source_type,relative_path,filename,file_extension,file_size_bytes,sha256,duration_seconds,fps,frame_count,width,height,opencv_readable,current_class,verification_status,species_common_name,species_scientific_name,species_verification_source,venom_status_verification_source,license_verification_status,eligible_for_dataset,exclusion_reason,source_group_id,sampled_frames,sample_decode_failures,notes
USER_011,user_collected,source_videos/user_collected/Unverified/20220401_203637.avi,20220401_203637.avi,.avi,3489130,2dba32c2f7ca3e2815593e7741c85d5c01d24672f1b027936ab8432fee06a819,5.700000,30.000000,171,1080,1920,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_011,6,1,
USER_012,user_collected,source_videos/user_collected/Unverified/20220401_203647.avi,20220401_203647.avi,.avi,6742534,8a52989223f1b1a3efbb21078cb98d061e104ae796af9b46c6b931facd5f6014,11.200000,30.000000,336,1080,1920,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_012,13,0,
USER_013,user_collected,source_videos/user_collected/Unverified/20220401_203704.avi,20220401_203704.avi,.avi,3632624,19926137f943b51d8e61dcb78fe8252f39e77c4cd8626cc8a386c5256d6ad8fa,7.166667,30.000000,215,1080,1920,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_013,9,0,
USER_014,user_collected,source_videos/user_collected/Unverified/20220401_203718.avi,20220401_203718.avi,.avi,12762308,23dd096627c542302e05985dec82535599453c24562888657e1e647f8a87b87f,21.100000,30.000000,633,1080,1920,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_014,23,0,
USER_015,user_collected,source_videos/user_collected/Unverified/20220401_203755.avi,20220401_203755.avi,.avi,3641972,09d219fb00701e759e89c855861a8d46507626c18395c5d0aa1b17c3b4fc1165,8.000000,30.000000,240,1080,1920,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_015,8,1,
USER_016,user_collected,source_videos/user_collected/Unverified/20220401_203808.avi,20220401_203808.avi,.avi,7756346,428fe27bafe4155b331faa8e71c1f40d7a612b68b40c802ef2a46371f8419ea4,15.766667,30.000000,473,1080,1920,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_016,17,0,
USER_017,user_collected,source_videos/user_collected/Unverified/20220401_203927.avi,20220401_203927.avi,.avi,1622052,3c9e4b70df2fa20a2d9db61590b65f131e41266f60b1ac1b912f73cc50c32d53,4.600000,30.000000,138,1080,1920,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_017,6,0,
USER_018,user_collected,source_videos/user_collected/Unverified/20220401_203937.avi,20220401_203937.avi,.avi,6871466,52e94e43304379a461d9aa7a32bb7c12515eed89979a4a286e747f31e34e659c,14.566667,30.000000,437,1080,1920,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_018,15,1,
USER_019,user_collected,source_videos/user_collected/Unverified/20220401_203956.avi,20220401_203956.avi,.avi,5018918,e48820d55d8ef60fc4536a266863f79478cf587b51ad70d36901c228a5da886f,10.666667,30.000000,320,1080,1920,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_019,11,1,
USER_020,user_collected,source_videos/user_collected/Unverified/20220401_204011.avi,20220401_204011.avi,.avi,4000734,aa95a084e8e25bafe4e9d00aace462d12ebffc125a05787c32e48144e9069678,9.300000,30.000000,279,1080,1920,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_020,10,1,
USER_021,user_collected,source_videos/user_collected/Unverified/20220401_204031.avi,20220401_204031.avi,.avi,5109738,a65b091c9cd57f1611e799f40348be4e3845e94709d98cd52db00dfb8c10de80,10.333333,30.000000,310,1080,1920,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_021,12,0,
USER_022,user_collected,source_videos/user_collected/Unverified/20220401_204404.avi,20220401_204404.avi,.avi,7313120,f6a90f4bf4d284a6c681e29bfd76991b11f94a4d8c90ed18657f849b1c90508c,9.833333,30.000000,295,1080,1920,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_022,11,0,
USER_023,user_collected,source_videos/user_collected/Unverified/3D-Methods-Deinagkistrodon-acutus_STV1747-0001-HR.mp4,3D-Methods-Deinagkistrodon-acutus_STV1747-0001-HR.mp4,.mp4,43254439,163687650fcdfb633d44ea441750f7bf088ab2f601d47755cd8b5457b96cd62c,45.066667,30.000000,1352,1280,800,YES,Venomous_Snake,VERIFIED,Hundred-pace viper,Deinagkistrodon acutus,https://doi.org/10.26180/29624891.v2,https://pmc.ncbi.nlm.nih.gov/articles/PMC12582407/,REVIEW,REVIEW,LICENSE_NOT_VERIFIED,snake_source_group_023,47,0,Exact local filename and byte size match the Monash/Figshare dataset. Dataset license is CC BY-NC-ND 4.0; ML-training reuse requires eligibility review.
USER_024,user_collected,source_videos/user_collected/Unverified/Aspidelaps-lubricus_STV1808-0007-3A-label-HR.mp4,Aspidelaps-lubricus_STV1808-0007-3A-label-HR.mp4,.mp4,78642112,c6dec41a3314041741b2370498e15034f06c07035867b9d9110d935ed6909fd2,66.966667,30.000000,2009,1280,800,YES,Venomous_Snake,VERIFIED,Cape coral snake,Aspidelaps lubricus,https://doi.org/10.26180/29624891.v2,https://pmc.ncbi.nlm.nih.gov/articles/PMC12582407/,REVIEW,REVIEW,LICENSE_NOT_VERIFIED,snake_source_group_024,68,0,Exact local filename and byte size match the Monash/Figshare dataset. Dataset license is CC BY-NC-ND 4.0; ML-training reuse requires eligibility review.
USER_025,user_collected,source_videos/user_collected/Unverified/Bitis-nasicornis_STV1757-0027-3A-label-HR.mp4,Bitis-nasicornis_STV1757-0027-3A-label-HR.mp4,.mp4,78643856,2fa5a241b315c1a740a4a3b1a8ab87f88e93be5bc4476390e0b12c1d2ba3a8aa,66.966667,30.000000,2009,1280,800,YES,Venomous_Snake,VERIFIED,Rhinoceros viper,Bitis nasicornis,https://doi.org/10.26180/29624891.v2,https://pmc.ncbi.nlm.nih.gov/articles/PMC12582407/,REVIEW,REVIEW,LICENSE_NOT_VERIFIED,snake_source_group_025,68,0,Exact local filename and byte size match the Monash/Figshare dataset. Dataset license is CC BY-NC-ND 4.0; ML-training reuse requires eligibility review.
USER_026,user_collected,source_videos/user_collected/Unverified/Crotalus-atrox_STV1637-0021-5A-label-HR.mp4,Crotalus-atrox_STV1637-0021-5A-label-HR.mp4,.mp4,34843668,9aea09cb5791b6431903e885d22bcd2b95a48b0ca1da4d6f9268be9d17716660,29.633333,30.000000,889,1280,800,YES,Venomous_Snake,VERIFIED,Western diamondback rattlesnake,Crotalus atrox,https://doi.org/10.26180/29624891.v2,https://pmc.ncbi.nlm.nih.gov/articles/PMC12582407/,REVIEW,REVIEW,LICENSE_NOT_VERIFIED,snake_source_group_026,31,0,Exact local filename and byte size match the Monash/Figshare dataset. Dataset license is CC BY-NC-ND 4.0; ML-training reuse requires eligibility review.
USER_027,user_collected,source_videos/user_collected/Unverified/Deinagkistrodon-acutus_STV1747-0001_2A-label-HR.mp4,Deinagkistrodon-acutus_STV1747-0001_2A-label-HR.mp4,.mp4,17345172,7871d82c6a5700eb15ba4de60c4c4deea9499be7844c2fd0cb45b6d4dfdb0e03,14.833333,30.000000,445,1280,800,YES,Venomous_Snake,VERIFIED,Hundred-pace viper,Deinagkistrodon acutus,https://doi.org/10.26180/29624891.v2,https://pmc.ncbi.nlm.nih.gov/articles/PMC12582407/,REVIEW,REVIEW,LICENSE_NOT_VERIFIED,snake_source_group_027,16,0,Exact local filename and byte size match the Monash/Figshare dataset. Dataset license is CC BY-NC-ND 4.0; ML-training reuse requires eligibility review.
USER_028,user_collected,source_videos/user_collected/Unverified/Echis-ocellatus_STV1545-0028-3A-label-HR.mp4,Echis-ocellatus_STV1545-0028-3A-label-HR.mp4,.mp4,27789738,905a6a9384387911d1cbd2dc785984df303b0cc289def7a6a25cc63691d1f9eb,23.700000,30.000000,711,1280,800,YES,Venomous_Snake,VERIFIED,West African carpet viper,Echis ocellatus,https://doi.org/10.26180/29624891.v2,https://pmc.ncbi.nlm.nih.gov/articles/PMC12582407/,REVIEW,REVIEW,LICENSE_NOT_VERIFIED,snake_source_group_028,25,0,Exact local filename and byte size match the Monash/Figshare dataset. Dataset license is CC BY-NC-ND 4.0; ML-training reuse requires eligibility review.
USER_029,user_collected,source_videos/user_collected/Unverified/Macrovipera-lebetina_STV1608-0010-1A-label-HR.mp4,Macrovipera-lebetina_STV1608-0010-1A-label-HR.mp4,.mp4,29184388,7c9fedb83b820769a4fa12f8335ee21105dc5a2b02a560812519eea20b9a937b,24.900000,30.000000,747,1280,800,YES,Venomous_Snake,VERIFIED,Blunt-nosed viper,Macrovipera lebetina,https://doi.org/10.26180/29624891.v2,https://pmc.ncbi.nlm.nih.gov/articles/PMC12582407/,REVIEW,REVIEW,LICENSE_NOT_VERIFIED,snake_source_group_029,26,0,Exact local filename and byte size match the Monash/Figshare dataset. Dataset license is CC BY-NC-ND 4.0; ML-training reuse requires eligibility review.
USER_030,user_collected,source_videos/user_collected/Unverified/Macrovipera-lebetina_STV1608-0010-7A-label-HR.mp4,Macrovipera-lebetina_STV1608-0010-7A-label-HR.mp4,.mp4,20824088,ffd2ba7c4edda0a186827bc9971be8952f7c0054f87f5e64d4291a9aa165bbbd,17.800000,30.000000,534,1280,800,YES,Venomous_Snake,VERIFIED,Blunt-nosed viper,Macrovipera lebetina,https://doi.org/10.26180/29624891.v2,https://pmc.ncbi.nlm.nih.gov/articles/PMC12582407/,REVIEW,REVIEW,LICENSE_NOT_VERIFIED,snake_source_group_030,19,0,Exact local filename and byte size match the Monash/Figshare dataset. Dataset license is CC BY-NC-ND 4.0; ML-training reuse requires eligibility review.
USER_031,user_collected,source_videos/user_collected/Unverified/TE1-003--2021-10-20--11-22-11.avi,TE1-003--2021-10-20--11-22-11.avi,.avi,6392664,e604241ec823a07e39b45d674b5b6fc80fe58a0208ffdee37485536cd2511a77,9.400000,25.000000,235,640,480,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_031,11,0,
USER_032,user_collected,source_videos/user_collected/Unverified/TE1-012--2021-09-27--11-41-04.avi,TE1-012--2021-09-27--11-41-04.avi,.avi,3293958,0d25336883ea572095f3cfa40a547a5cbf6d0e3e9679c6ab4b399f8767fe8fdf,9.800000,25.000000,245,640,480,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_032,11,0,
USER_033,user_collected,source_videos/user_collected/Unverified/TE1-012--2021-10-20--09-54-49.avi,TE1-012--2021-10-20--09-54-49.avi,.avi,4991020,1dbabce0526493c721963b6c90a03496f94b8bd9c56f506fc2c1c00db49fcb24,14.360000,25.000000,359,640,480,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_033,16,0,
USER_034,user_collected,source_videos/user_collected/Unverified/TE1-027--2021-03-16--12-38-46.avi,TE1-027--2021-03-16--12-38-46.avi,.avi,3521738,abb7832a7d8a06d0dafa98f023cd33cc8ae4672089296124a6e1c90e8a4771f5,9.800000,25.000000,245,640,480,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_034,11,0,
USER_035,user_collected,source_videos/user_collected/Unverified/TE1-042--2021-04-09--01-01-00.avi,TE1-042--2021-04-09--01-01-00.avi,.avi,3840400,ec0ce8b0b07ec6c5eb000393e813513eba7c9bd09090b0911214e4eb6042a206,22.080000,25.000000,552,640,480,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_035,24,0,
USER_036,user_collected,source_videos/user_collected/Unverified/TE1-042--2021-09-02--20-07-17.avi,TE1-042--2021-09-02--20-07-17.avi,.avi,68099634,06f981189f159d4842b8c8c5261f5bdfe097a4a60cd9b7287145ea1ca49d92fa,313.440000,25.000000,7836,640,480,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_036,180,0,
USER_037,user_collected,source_videos/user_collected/Unverified/TE1-047--2021-02-26--16-31-22.avi,TE1-047--2021-02-26--16-31-22.avi,.avi,5839944,414ec97be4ca81cffab8d94aebb8f8674b02a77acb35a1e49ba8c76e7bcf02cd,19.200000,25.000000,480,640,480,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_037,21,0,
USER_038,user_collected,source_videos/user_collected/Unverified/TE1-047--2021-02-26--16-32-00.avi,TE1-047--2021-02-26--16-32-00.avi,.avi,5115930,08ac1029c160853718f383440de46e4415713246192c2d32d432bdb8f1935392,13.760000,25.000000,344,640,480,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_038,15,0,
USER_039,user_collected,source_videos/user_collected/Unverified/TE1-047--2021-02-26--16-32-13.avi,TE1-047--2021-02-26--16-32-13.avi,.avi,4671050,e6313ccedb5691371cefab2d94d6fce0580be8521270e172b949ea878ee9c07a,13.600000,25.000000,340,640,480,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_038,15,0,
USER_040,user_collected,source_videos/user_collected/Unverified/TE1-047--2021-02-26--16-32-25.avi,TE1-047--2021-02-26--16-32-25.avi,.avi,8714790,613144b6a241712141daef4df5723888e67e13b6078e23f82379911c72d889be,21.760000,25.000000,544,640,480,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_039,23,0,
USER_041,user_collected,source_videos/user_collected/Unverified/TE1-047--2021-02-26--16-33-38.avi,TE1-047--2021-02-26--16-33-38.avi,.avi,3778620,e2eff71d1225c4605001694927701eb93634dbba908aa1c5ae3caf2b0bebb852,10.120000,25.000000,253,640,480,YES,Unverified,UNVERIFIED,,,,,UNVERIFIED,NO,LABEL_NOT_VERIFIED,snake_source_group_040,12,0,
USER_042,user_collected,source_videos/user_collected/Unverified/Toxicodryas-pulverulenta_STV1810-0001-2A-label-HR.mp4,Toxicodryas-pulverulenta_STV1810-0001-2A-label-HR.mp4,.mp4,156708092,cb04e4a6dcb7c6eaf42a75d6502080b0468e5f6e1261a6f817d922f6686096b0,133.333333,30.000000,4000,1280,800,YES,Venomous_Snake,VERIFIED,Fischer's cat snake,Toxicodryas pulverulenta,https://doi.org/10.26180/29624891.v2,https://pmc.ncbi.nlm.nih.gov/articles/PMC12582407/,REVIEW,REVIEW,LICENSE_NOT_VERIFIED,snake_source_group_041,135,0,Exact local filename and byte size match the Monash/Figshare dataset. Dataset license is CC BY-NC-ND 4.0; ML-training reuse requires eligibility review.
USER_043,user_collected,source_videos/user_collected/Unverified/Vipera-ammodytes_STV1447-0133-3A-label-HR.mp4,Vipera-ammodytes_STV1447-0133-3A-label-HR.mp4,.mp4,15957344,122382ce5c765a326ea5a056ba464a40babc624f7c627817009b6df2e0c3c2ae,13.633333,30.000000,409,1280,800,YES,Venomous_Snake,VERIFIED,Nose-horned viper,Vipera ammodytes,https://doi.org/10.26180/29624891.v2,https://pmc.ncbi.nlm.nih.gov/articles/PMC12582407/,REVIEW,REVIEW,LICENSE_NOT_VERIFIED,snake_source_group_042,15,0,Exact local filename and byte size match the Monash/Figshare dataset. Dataset license is CC BY-NC-ND 4.0; ML-training reuse requires eligibility review.
WEB_NV003,web_collected,source_videos/web_collected/Non_Venomous_Snake/elaphe_climacophora_japan.webm,elaphe_climacophora_japan.webm,.webm,6078316,78328983a941f24483ebedea1005183d8429586d6a19c66b0af8ade30c3bd9a0,20.520500,29.970030,615,1920,1080,YES,Non_Venomous_Snake,VERIFIED,Japanese rat snake,Elaphe climacophora,https://commons.wikimedia.org/wiki/File:Elaphe_climacophora_-_Japanese_rat_snake_-_2015_10_4.webm,https://www.ffpri.go.jp/tmk/en/visit/garden-highlights/amphibian-reptiles/japanese-ratsnake.html,VERIFIED,YES,,snake_source_group_043,22,0,
WEB_NV002,web_collected,source_videos/web_collected/Non_Venomous_Snake/natrix_tessellata_montenegro.webm,natrix_tessellata_montenegro.webm,.webm,55291938,b6f7103453fb60352309b4cdef26f4434e0dab856960526b6bcc387b59c80223,13.040000,25.000000,326,1920,1080,YES,Non_Venomous_Snake,VERIFIED,Dice snake,Natrix tessellata,https://commons.wikimedia.org/wiki/File:Dice_snake_(Natrix_tessellata)_hiding_beneath_a_rock_underwater.webm,https://nas.er.usgs.gov/queries/factsheet.aspx?SpeciesID=1194,VERIFIED,YES,,snake_source_group_044,14,1,
WEB_NV004,web_collected,source_videos/web_collected/Non_Venomous_Snake/python_regius_zoo.webm,python_regius_zoo.webm,.webm,18968316,babc3e7bef3c3d3ef4b088ef365ba137dd858ee48770913baae7d9533a385f2b,53.136417,23.976024,1274,1920,1080,YES,Non_Venomous_Snake,VERIFIED,Ball python,Python regius,https://commons.wikimedia.org/wiki/File:Ball_python_(Python_regius)_in_a_zoo.webm,https://www.belfastcity.gov.uk/zoo/our-animals/reptiles/royal-python,VERIFIED,YES,,snake_source_group_045,54,1,
WEB_NV001,web_collected,source_videos/web_collected/Non_Venomous_Snake/thamnophis_cyrtopsis_arizona.webm,thamnophis_cyrtopsis_arizona.webm,.webm,33547163,afb3dc424d964b1003a38150ecdbc4f7b048da272b13b239472973514481d7a2,90.023267,29.970030,2698,640,480,YES,Non_Venomous_Snake,VERIFIED,Black-necked garter snake,Thamnophis cyrtopsis,https://commons.wikimedia.org/wiki/File:Blackneck_garter_snake_(Thamnophis_cyrtopsis).webm,https://www.biokids.umich.edu/critters/Thamnophis_cyrtopsis/,VERIFIED,YES,,snake_source_group_046,91,1,
WEB_V004,web_collected,source_videos/web_collected/Venomous_Snake/crotalus_horridus_pennsylvania.webm,crotalus_horridus_pennsylvania.webm,.webm,11246946,cf668d0677dbbd8f14c29062815201b689e9c2b0668637e773615912a9aff929,21.254567,29.970030,637,640,480,YES,Venomous_Snake,VERIFIED,Timber rattlesnake,Crotalus horridus,https://commons.wikimedia.org/wiki/File:Timber_rattlesnake_(Crotalus_horridus)_in_Pennsylvania.webm,https://www.ncwildlife.gov/species/timber-rattlesnake,VERIFIED,YES,,snake_source_group_047,22,1,
WEB_V002,web_collected,source_videos/web_collected/Venomous_Snake/laticauda_colubrina_fiji_feeding.webm,laticauda_colubrina_fiji_feeding.webm,.webm,8115814,231f8d52f5a53b32a985fd2d275071a5ecd0c5603de904cc718d4364dc732d49,63.096367,29.970030,1891,720,480,YES,Venomous_Snake,VERIFIED,Yellow-lipped sea krait,Laticauda colubrina,"https://commons.wikimedia.org/wiki/File:Sea_Snake_eating_Moray_Eel,_Fiji_(Laticauda_colubrina_vs._Gymnothorax_sp.).webm",https://www.nparks.gov.sg/florafaunaweb/fauna/2/4/247,VERIFIED,YES,,snake_source_group_048,64,1,
WEB_V001,web_collected,source_videos/web_collected/Venomous_Snake/laticauda_colubrina_samal.webm,laticauda_colubrina_samal.webm,.webm,48720843,536a4aa97123c549b1d6dad3e5dfc24fbfa1343e73b484a271e46c01c4599b3c,136.344542,23.976024,3269,1920,1080,YES,Venomous_Snake,VERIFIED,Yellow-lipped sea krait,Laticauda colubrina,https://commons.wikimedia.org/wiki/File:Colubrine_sea_krait_(Laticauda_colubrina).webm,https://www.nparks.gov.sg/florafaunaweb/fauna/2/4/247,VERIFIED,YES,,snake_source_group_049,137,1,
WEB_V003,web_collected,source_videos/web_collected/Venomous_Snake/pseudocerastes_urarachnoides_iran.webm,pseudocerastes_urarachnoides_iran.webm,.webm,16381553,6814632a9a62e6c68c593253b453ccd9792df4b920450084d2271740087154e4,48.480000,25.000000,1212,1920,1080,YES,Venomous_Snake,VERIFIED,Spider-tailed horned viper,Pseudocerastes urarachnoides,https://brill.com/view/journals/amre/36/3/article-p223_4.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC7913145/,VERIFIED,YES,,snake_source_group_050,50,0,
