new_relative_path,new_parent,new_species,match_type,classification,existing_relative_path,existing_class,existing_split,phash_distance,dhash_distance,leakage_risk
Non-Venomous/Banded Racer/Banded Racer.jpg,Non-Venomous,Banded Racer,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/50.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Banded Racer/banded Racer_001.jpg,Non-Venomous,Banded Racer,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/banded Racer_001.jpg,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Banded Racer/Banded Racer_1105.jpg,Non-Venomous,Banded Racer,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/Banded Racer_1105.jpg,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Banded Racer/Banded-Racer-1-700x489.jpg,Non-Venomous,Banded Racer,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/Banded-Racer-1-700x489.jpg,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Banded Racer/Banded-Racer-3-700x417.jpg,Non-Venomous,Banded Racer,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/Banded-Racer-3-700x417.jpg,Non_Venomous_Snake,TEST,0,1,True
Non-Venomous/Banded Racer/banded-racer-argyrogena-fasciolata-juvenile-non-venomous-locality-DCDHTP.jpg,Non-Venomous,Banded Racer,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/banded-racer-argyrogena-fasciolata-juvenile-non-venomous-locality-DCDHTP.jpg,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Banded Racer/banded-racer-argyrogena-fasciolata-juvenile-non-venomous-locality-h9et85.jpg,Non-Venomous,Banded Racer,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/banded-racer-argyrogena-fasciolata-juvenile-non-venomous-locality-h9et85.jpg,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Banded Racer/banded-racer-argyrogena-fasciolata-ncbs-bangalore-india-f7n70b.jpg,Non-Venomous,Banded Racer,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/banded-racer-argyrogena-fasciolata-ncbs-bangalore-india-f7n70b.jpg,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Banded Racer/banded-racer-argyrogena-fasciolata-non-venomous-not-common-biting-ac6488.jpg,Non-Venomous,Banded Racer,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/banded-racer-argyrogena-fasciolata-non-venomous-not-common-biting-ac6488.jpg,Non_Venomous_Snake,TEST,0,2,True
Non-Venomous/Banded Racer/banded-racer-argyrogena-fasciolata-non-venomous-not-common-juvenile-A6TT4N.jpg,Non-Venomous,Banded Racer,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/banded-racer-argyrogena-fasciolata-non-venomous-not-common-juvenile-A6TT4N.jpg,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Banded Racer/banded-racer-argyrogena-fasciolata-non-venomous-not-common-juvenile-A6TT4T.jpg,Non-Venomous,Banded Racer,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/banded-racer-argyrogena-fasciolata-non-venomous-not-common-juvenile-A6TT4T.jpg,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Banded Racer/banded-racer-argyrogena-fasciolata-non-venomous-not-common-kalbeliya-AT2BHP.jpg,Non-Venomous,Banded Racer,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/banded-racer-argyrogena-fasciolata-non-venomous-not-common-kalbeliya-AT2BHP.jpg,Non_Venomous_Snake,TEST,2,0,True
Non-Venomous/Banded Racer/banded-racerargyrogena-fasciolata-ncbs-bangalore-india-f7n6yr.jpg,Non-Venomous,Banded Racer,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/banded-racerargyrogena-fasciolata-ncbs-bangalore-india-f7n6yr.jpg,Non_Venomous_Snake,TEST,0,1,True
Non-Venomous/Banded Racer/banded_racer2.JPG,Non-Venomous,Banded Racer,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/banded_racer2.JPG,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Banded Racer/Banded_Racer_Argyrogena_fasciolata_by_Ashahar_alias_Krishna_Khan.jpg,Non-Venomous,Banded Racer,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/Banded_Racer_Argyrogena_fasciolata_by_Ashahar_alias_Krishna_Khan.jpg,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Banded Racer/flagellum_19mar11_1b.jpg,Non-Venomous,Banded Racer,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/flagellum_19mar11_1b.jpg,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Banded Racer/img6.jpg,Non-Venomous,Banded Racer,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/img6.jpg,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Banded Racer/medium.JPG,Non-Venomous,Banded Racer,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/medium.JPG,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Checkered Keelback/1170695.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/1170695.jpg,Non_Venomous_Snake,TRAIN,2,0,False
Non-Venomous/Checkered Keelback/1274637963_d73bd842e0.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/1274637963_d73bd842e0.jpg,Non_Venomous_Snake,TRAIN,2,1,False
Non-Venomous/Checkered Keelback/12783453_954980014598589_967027178_n.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/12783453_954980014598589_967027178_n.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/1474640697main-2.JPG,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/1474640697main-2.JPG,Non_Venomous_Snake,TRAIN,2,1,False
Non-Venomous/Checkered Keelback/15563108480_e836a296f0_b.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/15563108480_e836a296f0_b.jpg,Non_Venomous_Snake,TRAIN,0,1,False
Non-Venomous/Checkered Keelback/174_gall.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/174_gall.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/2.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/2.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/20256325489_07fa92c4e6_b.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/20256325489_07fa92c4e6_b.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/20656965795_eb050dd6c5.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,validation/Non_Venomous_Snake/20656965795_eb050dd6c5.jpg,Non_Venomous_Snake,VALIDATION,0,0,False
Non-Venomous/Checkered Keelback/20833697950_fa473f7660_b.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/20833697950_fa473f7660_b.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/2171758814_f5686d0104.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/2171758814_f5686d0104.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/220px-AB031_buff_striped_char2.JPG,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/220px-AB031_buff_striped_char2.JPG,Non_Venomous_Snake,TRAIN,0,1,False
Non-Venomous/Checkered Keelback/24897900911_7d2ee1ecff_b.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,validation/Non_Venomous_Snake/24897900911_7d2ee1ecff_b.jpg,Non_Venomous_Snake,VALIDATION,0,0,False
Non-Venomous/Checkered Keelback/27059896011_9809401f01.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/27059896011_9809401f01.jpg,Non_Venomous_Snake,TRAIN,0,1,False
Non-Venomous/Checkered Keelback/27095118816_d9248d0b2a.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/27095118816_d9248d0b2a.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/28338459702_4ec8e72d4b_b.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/28338459702_4ec8e72d4b_b.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/3127695936_95cf55577b.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/3127695936_95cf55577b.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/3225992238_8e9d60ce0e.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/3225992238_8e9d60ce0e.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/32687581990_c21854f8d1_b.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/32687581990_c21854f8d1_b.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/3344089792_507b20d221.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,validation/Non_Venomous_Snake/3344089792_507b20d221.jpg,Non_Venomous_Snake,VALIDATION,0,0,False
Non-Venomous/Checkered Keelback/3458289635_0a26c79263.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/3458289635_0a26c79263.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/3458294653_a8b87fc769.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/3458294653_a8b87fc769.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/3459109170_e6448377cd.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/3459109170_e6448377cd.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/350_e_s_500.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/350_e_s_500.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/4094409490_7b474a5030.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/4094409490_7b474a5030.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/45009f00bb38a1754edbdffde787a5b6--amphibians-reptiles.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/45009f00bb38a1754edbdffde787a5b6--amphibians-reptiles.jpg,Non_Venomous_Snake,TRAIN,2,0,False
Non-Venomous/Checkered Keelback/4884945878_999a15707b_o.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/4884945878_999a15707b_o.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/491121-checkered-keeeled-back.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/491121-checkered-keeeled-back.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/5132438158_7853cbf717.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/5132438158_7853cbf717.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/5389390663_3fee7a07d3_o.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/5389390663_3fee7a07d3_o.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/6.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/6.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/6040463084_f23655f730.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,validation/Non_Venomous_Snake/6040463084_f23655f730.jpg,Non_Venomous_Snake,VALIDATION,0,0,False
Non-Venomous/Checkered Keelback/6888018080_51ce929728.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,validation/Non_Venomous_Snake/6888018080_51ce929728.jpg,Non_Venomous_Snake,VALIDATION,0,1,False
Non-Venomous/Checkered Keelback/8499894995_0bb1f2a772_m.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/8499894995_0bb1f2a772_m.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/8500953244_9c4fde2dc2_m.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/8500953244_9c4fde2dc2_m.jpg,Non_Venomous_Snake,TRAIN,0,1,False
Non-Venomous/Checkered Keelback/8934339313_505460cf04.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,validation/Non_Venomous_Snake/8934339313_505460cf04.jpg,Non_Venomous_Snake,VALIDATION,0,0,False
Non-Venomous/Checkered Keelback/9181975166_5a8900bcb4_b.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/9181975166_5a8900bcb4_b.jpg,Non_Venomous_Snake,TRAIN,2,0,False
Non-Venomous/Checkered Keelback/9258449401_fee23ab38e.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,validation/Non_Venomous_Snake/9258449401_fee23ab38e.jpg,Non_Venomous_Snake,VALIDATION,0,0,False
Non-Venomous/Checkered Keelback/_9068dce4-3ca7-11e7-99bd-b9a47f5fadca.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/_9068dce4-3ca7-11e7-99bd-b9a47f5fadca.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/_DSC0413.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/_DSC0413.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/_DSC0418.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/_DSC0418.jpg,Non_Venomous_Snake,TRAIN,2,0,False
Non-Venomous/Checkered Keelback/amphiesma-stolatum_gerrut2.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/amphiesma-stolatum_gerrut2.jpg,Non_Venomous_Snake,TRAIN,0,1,False
Non-Venomous/Checkered Keelback/Amphiesma_stolata (2).jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/Amphiesma_stolata (2).jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/Amphiesma_stolata.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/Amphiesma_stolata.jpg,Non_Venomous_Snake,TRAIN,0,1,False
Non-Venomous/Checkered Keelback/AmpMai2.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,validation/Non_Venomous_Snake/AmpMai2.jpg,Non_Venomous_Snake,VALIDATION,0,0,False
Non-Venomous/Checkered Keelback/BOM 12Dec11 Checkered Keelback Watersnake 03.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/BOM 12Dec11 Checkered Keelback Watersnake 03.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/Buff-Striped-Keelback.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/Buff-Striped-Keelback.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/C1TZ9PQVEAAUSUZ.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/C1TZ9PQVEAAUSUZ.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/C4hS1IoVUAASDWp.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,validation/Non_Venomous_Snake/C4hS1IoVUAASDWp.jpg,Non_Venomous_Snake,VALIDATION,0,2,False
Non-Venomous/Checkered Keelback/Char8_Small_tail.JPG,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/Char8_Small_tail.JPG,Non_Venomous_Snake,TRAIN,0,1,False
Non-Venomous/Checkered Keelback/checked keelback watersnake.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/checked keelback watersnake.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/checked keelback.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,validation/Non_Venomous_Snake/checked keelback.jpg,Non_Venomous_Snake,VALIDATION,0,0,False
Non-Venomous/Checkered Keelback/checkered keelback blog.JPG,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/checkered keelback blog.JPG,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Checkered Keelback/checkered keelback blog2.JPG,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,validation/Non_Venomous_Snake/checkered keelback blog2.JPG,Non_Venomous_Snake,VALIDATION,0,0,False
Non-Venomous/Checkered Keelback/Checkered Keelback.jpg,Non-Venomous,Checkered Keelback,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/Checkered Keelback.jpg,Non_Venomous_Snake,TRAIN,0,0,False
